1;0;$0$;$\mathfrak{0}$;0
186;3,2,(2,0),1;$3\,2 (2\,0) 1$;$z$;8
187;3,2,(2,0),-1;$3\,2 (2\,0) \overline{1}$;$z$;8
188;3,2,(-2,0),-1;$3\,2 \overline{(2\,0) 1}$;$z$;8
189;3,1,4;$3\,1\,4$;$z \rho$;8
190;3,1,3,1;$3\,1\,3\,1$;$z \rho$;8
191;3,1,2,2;$3\,1\,2\,2$;$z \rho$;8
192;3,1,2,1,1;$3\,1\,2\,1\,1$;$z \rho$;8
193;3,1,2,(2,0);$3\,1\,2 (2\,0)$;$x$;8
194;3,1,2,(-2,0);$3\,1\,2 \overline{(2\,0)}$;$x$;8
195;3,1,1,3;$3\,1\,1\,3$;$z \rho$;8
196;3,1,1,2,1;$3\,1\,1\,2\,1$;$z \rho$;8
197;3,1,1,1,2;$3\,1\,1\,1\,2$;$z \rho$;8
198;3,1,1,1,1,1;$3\,1\,1\,1\,1\,1$;$z \rho$;8
199;3,1,1,1,(2,0);$3\,1\,1\,1 (2\,0)$;$x$;8
200;3,1,1,(2,1,0);$3\,1\,1 (2\,1\,0)$;$x$;8
201;3,1,1,(-3,0);$3\,1\,1 \overline{(3\,0)}$;$x$;8
202;3,1,1,(2,1);$3\,1\,1 (2\,1)$;$x$;8
203;3,1,1,(2,0),1;$3\,1\,1 (2\,0) 1$;$z$;8
204;3,1,(2,2,0);$3\,1 (2\,2\,0)$;$x$;8
205;3,1,(2,1,1,0);$3\,1 (2\,1\,1\,0)$;$x$;8
206;3,1,(2,1,1);$3\,1 (2\,1\,1)$;$x$;8
207;3,1,(2,1,0),1;$3\,1 (2\,1\,0) 1$;$z$;8
208;3,1,(-3,0),1;$3\,1 \overline{(3\,0)} 1$;$z$;8
209;3,(3,2,0);$3 (3\,2\,0)$;$x$;8
210;3,(3,2);$3 (3\,2)$;$z \rho$;8
211;3,(3,1,1,0);$3 (3\,1\,1\,0)$;$x$;8
212;3,(3,1,1);$3 (3\,1\,1)$;$x$;8
213;3,(3,1,0),1;$3 (3\,1\,0) 1$;$z$;8
214;3,(-4,0),1;$3 \overline{(4\,0)} 1$;$z$;8
215;3,(3,1),1;$3 (3\,1) 1$;$z \rho$;8
216;3,(3,0),2;$3 (3\,0) 2$;$z \rho$;8
217;3,(3,0),-2;$3 (3\,0) \overline{2}$;$z \rho$;8
218;2,1,(2,1,0),1,1;$2\,1 (2\,1\,0) 1\,1$;$z \rho$;8
219;3,(-2,-1,0),2;$3 \overline{(2\,1\,0)} 2$;$z \rho$;8
220;3,(-2,-1,0),(2,0);$3 \overline{(2\,1\,0)} (2\,0)$;$x$;8
221;3,(3,(2,0));$3 (3 (2\,0))$;$x$;8
222;3,(3,(-2,0));$3 (3 \overline{(2\,0)})$;$x$;8
223;3,(2,3,0);$3 (2\,3\,0)$;$x$;8
224;3,(2,3);$3 (2\,3)$;$x$;8
225;3,(2,2,1,0);$3 (2\,2\,1\,0)$;$x$;8
226;3,(2,2,1);$3 (2\,2\,1)$;$x$;8
227;3,(2,2,0),1;$3 (2\,2\,0) 1$;$z$;8
228;3,(2,2,0),-1;$3 (2\,2\,0) \overline{1}$;$z$;8
229;3,(2,2),1;$3 (2\,2) 1$;$z$;8
230;3,(2,1,2,0);$3 (2\,1\,2\,0)$;$x$;8
231;3,(2,1,2);$3 (2\,1\,2)$;$x$;8
232;3,(2,1,1,1,0);$3 (2\,1\,1\,1\,0)$;$x$;8
233;3,(2,1,1,1);$3 (2\,1\,1\,1)$;$x$;8
234;3,(2,1,1,0),1;$3 (2\,1\,1\,0) 1$;$z$;8
235;3,(-2,-2,0),1;$3 \overline{(2\,2\,0)} 1$;$z$;8
236;3,(2,1,1),1;$3 (2\,1\,1) 1$;$z$;8
237;3,(2,1,0),2;$3 (2\,1\,0) 2$;$y$;8
238;3,(2,1,0),-2;$3 (2\,1\,0) \overline{2}$;$y$;8
239;3,(2,1,0),(2,0);$3 (2\,1\,0) (2\,0)$;$e$;8
240;3,(2,1,0),(-2,0);$3 (2\,1\,0) \overline{(2\,0)}$;$e$;8
241;3,(-3,0),2;$3 \overline{(3\,0)} 2$;$y$;8
242;3,(2,1,(2,0));$3 (2\,1 (2\,0))$;$x$;8
243;3,(2,1,(-2,0));$3 (2\,1 \overline{(2\,0)})$;$x$;8
244;3,(2,1),2;$3 (2\,1) 2$;$y$;8
245;3,(2,1),(2,0);$3 (2\,1) (2\,0)$;$e$;8
246;3,(2,1),(-2,0);$3 (2\,1) \overline{(2\,0)}$;$e$;8
247;3,(2,0),3;$3 (2\,0) 3$;$z$;8
248;3,(2,0),2,1;$3 (2\,0) 2\,1$;$x$;8
249;3,(2,0),-3;$3 (2\,0) \overline{3}$;$z$;8
250;3,(2,0),(3,0);$3 (2\,0) (3\,0)$;$e$;8
251;3,(2,0),(-2,-1,0);$3 (2\,0) \overline{(2\,1\,0)}$;$e$;8
252;3,(2,0),(2,1,0);$3 (2\,0) (2\,1\,0)$;$e$;8
253;3,(2,0),(-3,0);$3 (2\,0) \overline{(3\,0)}$;$e$;8
254;3,(2,0),(2,1);$3 (2\,0) (2\,1)$;$e$;8
255;3,(2,0),(2,0),1;$3 (2\,0) (2\,0) 1$;$e$;8
256;3,(2,0),(2,0),-1;$3 (2\,0) (2\,0) \overline{1}$;$e$;8
257;3,(2,0),(-2,-1);$3 (2\,0) \overline{(2\,1)}$;$e$;8
258;3,(2,0),(-2,0),-1;$3 (2\,0) \overline{(2\,0) 1}$;$e$;8
259;-2,-1,(-2,0),2,1;$\overline{2\,1 (2\,0)} 2\,1$;$x$;8
260;3,(-2,0),3;$3 \overline{(2\,0)} 3$;$z$;8
261;3,(-2,0),2,1;$3 \overline{(2\,0)} 2\,1$;$x$;8
262;3,(-2,0),(3,0);$3 \overline{(2\,0)} (3\,0)$;$e$;8
263;3,(-2,0),(2,1,0);$3 \overline{(2\,0)} (2\,1\,0)$;$e$;8
264;3,(-2,0),(2,1);$3 \overline{(2\,0)} (2\,1)$;$e$;8
265;3,(-2,0),(2,0),1;$3 \overline{(2\,0)} (2\,0) 1$;$e$;8
266;3,(-2,0),(2,0),-1;$3 \overline{(2\,0)} (2\,0) \overline{1}$;$e$;8
267;3,(2,(3,0));$3 (2 (3\,0))$;$z \rho$;8
268;3,(2,(-2,-1,0));$3 (2 \overline{(2\,1\,0)})$;$z \rho$;8
269;3,(2,(2,1,0));$3 (2 (2\,1\,0))$;$x$;8
270;3,(2,(-3,0));$3 (2 \overline{(3\,0)})$;$x$;8
271;2,6;$2\,6$;$z \rho$;8
272;2,5,1;$2\,5\,1$;$z \rho$;8
273;2,4,2;$2\,4\,2$;$z \rho$;8
274;2,4,1,1;$2\,4\,1\,1$;$z \rho$;8
275;2,4,(2,0);$2\,4 (2\,0)$;$x$;8
276;2,4,(-2,0);$2\,4 \overline{(2\,0)}$;$x$;8
277;2,3,3;$2\,3\,3$;$z \rho$;8
278;2,3,2,1;$2\,3\,2\,1$;$z \rho$;8
279;2,3,1,2;$2\,3\,1\,2$;$z \rho$;8
280;2,3,1,1,1;$2\,3\,1\,1\,1$;$z \rho$;8
281;2,3,1,(2,0);$2\,3\,1 (2\,0)$;$x$;8
282;2,3,(2,1,0);$2\,3 (2\,1\,0)$;$x$;8
283;2,3,(-3,0);$2\,3 \overline{(3\,0)}$;$x$;8
284;2,3,(2,1);$2\,3 (2\,1)$;$x$;8
285;2,3,(2,0),1;$2\,3 (2\,0) 1$;$z$;8
286;2,3,(2,0),-1;$2\,3 (2\,0) \overline{1}$;$z$;8
287;2,3,(-2,0),-1;$2\,3 \overline{(2\,0) 1}$;$z$;8
288;2,2,4;$2\,2\,4$;$z \rho$;8
289;2,2,3,1;$2\,2\,3\,1$;$z \rho$;8
290;2,2,2,2;$2\,2\,2\,2$;$z \rho$;8
291;2,2,2,1,1;$2\,2\,2\,1\,1$;$z \rho$;8
292;2,2,1,3;$2\,2\,1\,3$;$z \rho$;8
293;2,2,1,2,1;$2\,2\,1\,2\,1$;$z \rho$;8
294;2,2,1,1,2;$2\,2\,1\,1\,2$;$z \rho$;8
295;2,2,1,1,1,1;$2\,2\,1\,1\,1\,1$;$z \rho$;8
296;2,2,1,(2,1,0);$2\,2\,1 (2\,1\,0)$;$x$;8
297;2,2,1,(-3,0);$2\,2\,1 \overline{(3\,0)}$;$x$;8
298;2,2,(-4,0);$2\,2 \overline{(4\,0)}$;$x$;8
299;2,2,(2,2,0);$2\,2 (2\,2\,0)$;$z \rho$;8
300;2,2,(2,2);$2\,2 (2\,2)$;$x$;8
301;2,2,(2,1,1,0);$2\,2 (2\,1\,1\,0)$;$x$;8
302;2,2,(-2,-2,0);$2\,2 \overline{(2\,2\,0)}$;$\overline{zx}$;8
303;2,2,(2,1,1);$2\,2 (2\,1\,1)$;$x$;8
304;2,2,(2,1,0),1;$2\,2 (2\,1\,0) 1$;$z$;8
305;2,2,(-3,0),1;$2\,2 \overline{(3\,0)} 1$;$z$;8
306;2,2,(2,1),1;$2\,2 (2\,1) 1$;$z$;8
307;2,2,(2,0),2;$2\,2 (2\,0) 2$;$y$;8
308;2,2,(2,0),-2;$2\,2 (2\,0) \overline{2}$;$y$;8
309;2,2,(2,0),(2,0);$2\,2 (2\,0) (2\,0)$;$e$;8
310;2,2,(2,0),(-2,0);$2\,2 (2\,0) \overline{(2\,0)}$;$e$;8
311;2,2,(-2,0),2;$2\,2 \overline{(2\,0)} 2$;$y$;8
312;2,2,(-2,0),-2;$2\,2 \overline{(2\,0) 2}$;$y$;8
313;2,2,(-2,0),(2,0);$2\,2 \overline{(2\,0)} (2\,0)$;$e$;8
314;2,2,(-2,0),(-2,0);$2\,2 \overline{(2\,0) (2\,0)}$;$e$;8
315;2,1,5;$2\,1\,5$;$z \rho$;8
316;2,1,4,1;$2\,1\,4\,1$;$z \rho$;8
317;2,1,3,2;$2\,1\,3\,2$;$z \rho$;8
318;2,1,3,1,1;$2\,1\,3\,1\,1$;$z \rho$;8
319;2,1,3,(-2,0);$2\,1\,3 \overline{(2\,0)}$;$x$;8
320;2,1,2,3;$2\,1\,2\,3$;$z \rho$;8
321;2,1,2,2,1;$2\,1\,2\,2\,1$;$z \rho$;8
322;2,1,2,1,2;$2\,1\,2\,1\,2$;$z \rho$;8
323;2,1,2,1,1,1;$2\,1\,2\,1\,1\,1$;$z \rho$;8
324;2,1,2,(2,1,0);$2\,1\,2 (2\,1\,0)$;$x$;8
325;2,1,2,(-3,0);$2\,1\,2 \overline{(3\,0)}$;$x$;8
326;2,1,1,4;$2\,1\,1\,4$;$z \rho$;8
327;2,1,1,3,1;$2\,1\,1\,3\,1$;$z \rho$;8
328;2,1,1,2,2;$2\,1\,1\,2\,2$;$z \rho$;8
329;2,1,1,2,1,1;$2\,1\,1\,2\,1\,1$;$z \rho$;8
330;2,1,1,2,(-2,0);$2\,1\,1\,2 \overline{(2\,0)}$;$x$;8
331;2,1,1,1,3;$2\,1\,1\,1\,3$;$z \rho$;8
332;2,1,1,1,2,1;$2\,1\,1\,1\,2\,1$;$z \rho$;8
333;2,1,1,1,1,2;$2\,1\,1\,1\,1\,2$;$z \rho$;8
334;2,1,1,1,1,1,1;$2\,1\,1\,1\,1\,1\,1$;$z \rho$;8
335;2,1,1,1,(-3,0);$2\,1\,1\,1 \overline{(3\,0)}$;$x$;8
336;2,1,1,(-4,0);$2\,1\,1 \overline{(4\,0)}$;$x$;8
337;2,1,1,(2,1,1,0);$2\,1\,1 (2\,1\,1\,0)$;$z \rho$;8
338;2,1,1,(-2,-2,0);$2\,1\,1 \overline{(2\,2\,0)}$;$z \rho$;8
339;2,1,1,(-3,0),1;$2\,1\,1 \overline{(3\,0)} 1$;$z$;8
340;2,2,(2,0),1,1;$2\,2 (2\,0) 1\,1$;$y$;8
341;3,(2,1,0),1,1;$3 (2\,1\,0) 1\,1$;$y$;8
342;2,1,(2,1,2);$2\,1 (2\,1\,2)$;$z \rho$;8
343;2,1,(2,1,1,1,0);$2\,1 (2\,1\,1\,1\,0)$;$x$;8
344;2,1,(2,1,1,1);$2\,1 (2\,1\,1\,1)$;$x$;8
345;2,1,(2,1,1,0),1;$2\,1 (2\,1\,1\,0) 1$;$z$;8
346;2,1,(2,1,1),1;$2\,1 (2\,1\,1) 1$;$z \rho$;8
347;2,1,(2,1,0),2;$2\,1 (2\,1\,0) 2$;$z \rho$;8
348;2,1,(2,1,0),-2;$2\,1 (2\,1\,0) \overline{2}$;$z \rho$;8
349;3,(3,0),1,1;$3 (3\,0) 1\,1$;$z \rho$;8
350;2,1,(-3,0),2;$2\,1 \overline{(3\,0)} 2$;$z \rho$;8
351;2,1,(-3,0),(2,0);$2\,1 \overline{(3\,0)} (2\,0)$;$x$;8
352;3,(2,1),1,1;$3 (2\,1) 1\,1$;$y$;8
353;3,(2,0),1,2;$3 (2\,0) 1\,2$;$z$;8
354;3,(2,0),1,1,1;$3 (2\,0) 1\,1\,1$;$x$;8
355;3,(2,0),1,(2,0);$3 (2\,0) 1 (2\,0)$;$e$;8
356;2,1,(2,(2,1,0));$2\,1 (2 (2\,1\,0))$;$z \rho$;8
357;2,1,(2,(-3,0));$2\,1 (2 \overline{(3\,0)})$;$z \rho$;8
358;2,(-5,0),1;$2 \overline{(5\,0)} 1$;$z$;8
359;2,(2,1,1),1,1;$2 (2\,1\,1) 1\,1$;$y$;8
360;2,(2,1,0),1,2;$2 (2\,1\,0) 1\,2$;$z$;8
361;2,(2,1,0),1,1,1;$2 (2\,1\,0) 1\,1\,1$;$x$;8
362;2,(2,1,0),1,(2,0);$2 (2\,1\,0) 1 (2\,0)$;$e$;8
363;2,(3,(2,1,0));$2 (3 (2\,1\,0))$;$x$;8
364;2,(3,(-3,0));$2 (3 \overline{(3\,0)})$;$x$;8
365;2,(2,2,1,1);$2 (2\,2\,1\,1)$;$x$;8
366;2,(2,2,1,0),1;$2 (2\,2\,1\,0) 1$;$z$;8
367;2,(2,1,1,0),1,1;$2 (2\,1\,1\,0) 1\,1$;$y$;8
368;2,(2,1,3,0);$2 (2\,1\,3\,0)$;$x$;8
369;2,(2,1,3);$2 (2\,1\,3)$;$x$;8
370;2,(2,1,2,1,0);$2 (2\,1\,2\,1\,0)$;$x$;8
371;2,(2,1,2),1;$2 (2\,1\,2) 1$;$z$;8
372;2,(2,1,1,2,0);$2 (2\,1\,1\,2\,0)$;$x$;8
373;2,(2,1,1,2);$2 (2\,1\,1\,2)$;$x$;8
374;2,(2,1,1,1,1,0);$2 (2\,1\,1\,1\,1\,0)$;$x$;8
375;2,(2,1,1,1),1;$2 (2\,1\,1\,1) 1$;$z$;8
376;2,(2,1,1,0),2;$2 (2\,1\,1\,0) 2$;$y$;8
377;2,(2,1,1,0),-2;$2 (2\,1\,1\,0) \overline{2}$;$y$;8
378;2,(2,1,1,0),(2,0);$2 (2\,1\,1\,0) (2\,0)$;$e$;8
379;2,(2,1,1,0),(-2,0);$2 (2\,1\,1\,0) \overline{(2\,0)}$;$e$;8
380;2,(2,1,1),2;$2 (2\,1\,1) 2$;$y$;8
381;2,(2,1,1),(2,0);$2 (2\,1\,1) (2\,0)$;$e$;8
382;2,(2,1,1),(-2,0);$2 (2\,1\,1) \overline{(2\,0)}$;$e$;8
383;2,(2,1,0),3;$2 (2\,1\,0) 3$;$z$;8
384;2,(2,1,0),2,1;$2 (2\,1\,0) 2\,1$;$x$;8
385;2,(2,1,0),-3;$2 (2\,1\,0) \overline{3}$;$z$;8
386;2,(2,1,0),(3,0);$2 (2\,1\,0) (3\,0)$;$e$;8
387;2,(2,1,0),(-2,-1,0);$2 (2\,1\,0) \overline{(2\,1\,0)}$;$e$;8
388;2,(2,1,0),(2,1,0);$2 (2\,1\,0) (2\,1\,0)$;$e$;8
389;2,(2,1,0),(-3,0);$2 (2\,1\,0) \overline{(3\,0)}$;$e$;8
390;2,(2,1,0),(2,1);$2 (2\,1\,0) (2\,1)$;$e$;8
391;2,(2,1,0),(2,0),1;$2 (2\,1\,0) (2\,0) 1$;$e$;8
392;2,(2,1,0),(2,0),-1;$2 (2\,1\,0) (2\,0) \overline{1}$;$e$;8
393;2,(2,1,0),(-2,-1);$2 (2\,1\,0) \overline{(2\,1)}$;$e$;8
394;2,(2,1,0),(-2,0),-1;$2 (2\,1\,0) \overline{(2\,0) 1}$;$e$;8
